ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425119653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg
0553579983,And Then You Die,Iris Johansen,1998,Bantam,http://images.amazon.com/images/P/0553579983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg
0399149325,Portrait Of A Killer: Jack The Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399149325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.LZZZZZZZ.jpg
0804114986,The Bonesetter'S Daughter,Amy Tan,2002,Ballantine Books,http://images.amazon.com/images/P/0804114986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.LZZZZZZZ.jpg
0446611808,Envy,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446611808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg
0425178579,Betrayal In Death,Nora Roberts,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178579.01.LZZZZZZZ.jpg
1551669498,Girls Night,Stef Ann Holm,2002,Mira,http://images.amazon.com/images/P/1551669498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669498.01.LZZZZZZZ.jpg
0553802496,Odd Thomas,Dean Koontz,2003,Bantam,http://images.amazon.com/images/P/0553802496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553802496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553802496.01.LZZZZZZZ.jpg
0316603287,The Lake House,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316603287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.LZZZZZZZ.jpg
0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178102.01.LZZZZZZZ.jpg
0553580515,Passage,Connie Willis,2002,Bantam Books,http://images.amazon.com/images/P/0553580515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580515.01.LZZZZZZZ.jpg
0451208765,Sleep No More,Greg Iles,2003,Signet Book,http://images.amazon.com/images/P/0451208765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208765.01.LZZZZZZZ.jpg
0618129022,The Lord Of The Rings (Movie Art Cover),J.R.R. Tolkien,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618129022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618129022.01.LZZZZZZZ.jpg
0345423402,A Kiss Of Shadows (Meredith Gentry Novels (Paperback)),Laurell K. Hamilton,2002,Ballantine Books,http://images.amazon.com/images/P/0345423402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423402.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423402.01.LZZZZZZZ.jpg
0743454146,The Footprints Of God : A Novel,Greg Iles,2004,Pocket Star,http://images.amazon.com/images/P/0743454146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743454146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743454146.01.LZZZZZZZ.jpg
0553106643,Fear Nothing,Dean Koontz,1998,Bantam,http://images.amazon.com/images/P/0553106643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553106643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553106643.01.LZZZZZZZ.jpg
0312144075,The Samurai'S Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin,http://images.amazon.com/images/P/0312144075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312144075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312144075.01.LZZZZZZZ.jpg
0156007479,Slammerkin,Emma Donoghue,2002,Harvest Books,http://images.amazon.com/images/P/0156007479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156007479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156007479.01.LZZZZZZZ.jpg
0061031844,The Book Of Shadows,James Reese,2002,HarperTorch,http://images.amazon.com/images/P/0061031844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061031844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031844.01.LZZZZZZZ.jpg
0786868619,Stolen Lives: Twenty Years In A Desert Jail,Malika Oufkir,2001,Talk Miramax Books,http://images.amazon.com/images/P/0786868619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868619.01.LZZZZZZZ.jpg
0451206525,Dead Sleep,Greg Iles,2002,Signet Book,http://images.amazon.com/images/P/0451206525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206525.01.LZZZZZZZ.jpg
0451167317,The Dark Half,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg
0345396936,Cry To Heaven,Anne Rice,1995,Ballantine Books,http://images.amazon.com/images/P/0345396936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345396936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345396936.01.LZZZZZZZ.jpg
0312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press,http://images.amazon.com/images/P/0312980159.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.LZZZZZZZ.jpg
0553212451,The Jungle (Bantam Classics),Upton Sinclair,1981,Bantam,http://images.amazon.com/images/P/0553212451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212451.01.LZZZZZZZ.jpg
0451191137,Anthem,Ayn Rand,1996,Signet Book,http://images.amazon.com/images/P/0451191137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191137.01.LZZZZZZZ.jpg
0679454489,Merrick (Vampire Chronicles),Anne Rice,2000,Alfred A. Knopf,http://images.amazon.com/images/P/0679454489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679454489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679454489.01.LZZZZZZZ.jpg
0679454470,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",Anne Rice,1998,Alfred A. Knopf,http://images.amazon.com/images/P/0679454470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679454470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679454470.01.LZZZZZZZ.jpg
0679720200,The Stranger,Albert Camus,1989,Vintage,http://images.amazon.com/images/P/0679720200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679720200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679720200.01.LZZZZZZZ.jpg
0312983271,Full House (Janet Evanovich'S Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg
0446670111,Einstein'S Dreams,Alan Lightman,1994,Warner Books,http://images.amazon.com/images/P/0446670111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446670111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446670111.01.LZZZZZZZ.jpg
0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.LZZZZZZZ.jpg
0553284789,F Is For Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg
0553279556,E Is For Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,http://images.amazon.com/images/P/0553279556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg
0345384911,Crystal Line,Anne Mccaffrey,1993,Del Rey Books,http://images.amazon.com/images/P/0345384911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384911.01.LZZZZZZZ.jpg
0451191013,The Regulators,Stephen King,2002,Signet Book,http://images.amazon.com/images/P/0451191013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.LZZZZZZZ.jpg
0375725849,Perfume: The Story Of A Murderer (Vintage International),Patrick Suskind,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725849.01.LZZZZZZZ.jpg
0671701231,The Anastasia Syndrome,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671701231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671701231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671701231.01.LZZZZZZZ.jpg
0446605409,Plum Island,Nelson Demille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg
0679776818,Birdsong: A Novel Of Love And War,Sebastian Faulks,1997,Vintage Books USA,http://images.amazon.com/images/P/0679776818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679776818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679776818.01.LZZZZZZZ.jpg
0553280414,A Separate Peace,John Knowles,1985,Bantam Books,http://images.amazon.com/images/P/0553280414.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280414.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280414.01.LZZZZZZZ.jpg
0373484232,Stanislaski Sisters,Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373484232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484232.01.LZZZZZZZ.jpg
0345440765,The World Below (Ballantine Reader'S Circle),Sue Miller,2002,Ballantine Books,http://images.amazon.com/images/P/0345440765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345440765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345440765.01.LZZZZZZZ.jpg
0439136369,Harry Potter And The Prisoner Of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.LZZZZZZZ.jpg
0064471837,Sabriel (The Abhorsen Trilogy),Garth Nix,1997,HarperTrophy,http://images.amazon.com/images/P/0064471837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471837.01.LZZZZZZZ.jpg
0345366239,The Eight,Katherine Neville,1995,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg
0330262130,Restaurant At The End Of The Universe,Douglas Adams,0,Pan Books Ltd,http://images.amazon.com/images/P/0330262130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330262130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330262130.01.LZZZZZZZ.jpg
0380807343,Coraline,Neil Gaiman,2003,HarperTrophy,http://images.amazon.com/images/P/0380807343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.LZZZZZZZ.jpg
0812969812,Blessings : A Novel,Anna Quindlen,2003,Random House Trade Paperbacks,http://images.amazon.com/images/P/0812969812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812969812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812969812.01.LZZZZZZZ.jpg
0451163524,"The Drawing Of The Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451163524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg
0452280621,Beloved,Toni Morrison,1998,Plume Books,http://images.amazon.com/images/P/0452280621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452280621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452280621.01.LZZZZZZZ.jpg
0451166582,The Eyes Of The Dragon,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451166582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166582.01.LZZZZZZZ.jpg
0671026011,The Empty Chair,Jeffery Deaver,2001,Pocket,http://images.amazon.com/images/P/0671026011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg
0330375253,Bridget Jones'S Diary,Helen Fielding,2001,Picador,http://images.amazon.com/images/P/0330375253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330375253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330375253.01.LZZZZZZZ.jpg
055337933X,Fierce Invalids Home From Hot Climates,Tom Robbins,2001,Bantam,http://images.amazon.com/images/P/055337933X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055337933X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055337933X.01.LZZZZZZZ.jpg
0385503822,The Summons,John Grisham,2002,Doubleday Books,http://images.amazon.com/images/P/0385503822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385503822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385503822.01.LZZZZZZZ.jpg
0609804138,The Sweet Potato Queens' Book Of Love,Jill Conner Browne,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg
0345439104,Drowning Ruth (Oprah'S Book Club),Christina Schwarz,2001,Ballantine Books,http://images.amazon.com/images/P/0345439104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345439104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg
0061031410,Courting Trouble,Lisa Scottoline,2003,HarperTorch,http://images.amazon.com/images/P/0061031410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061031410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031410.01.LZZZZZZZ.jpg
0553575384,To Say Nothing Of The Dog,Connie Willis,1998,Bantam,http://images.amazon.com/images/P/0553575384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575384.01.LZZZZZZZ.jpg
0061031070,Moving Target,Elizabeth Lowell,2002,Avon Books,http://images.amazon.com/images/P/0061031070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061031070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031070.01.LZZZZZZZ.jpg
0425180638,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425180638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425180638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425180638.01.LZZZZZZZ.jpg
0441009239,Living Dead In Dallas (Southern Vampire Mysteries),Charlaine Harris,2002,Ace Books,http://images.amazon.com/images/P/0441009239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441009239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441009239.01.LZZZZZZZ.jpg
0441008534,Dead Until Dark (Southern Vampire Mysteries),Charlaine Harris,2001,Ace Books,http://images.amazon.com/images/P/0441008534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441008534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441008534.01.LZZZZZZZ.jpg
0312924801,September,Rosamunde Pilcher,1991,St. Martin's Press,http://images.amazon.com/images/P/0312924801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312924801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312924801.01.LZZZZZZZ.jpg
0399145923,Carolina Moon,Nora Roberts,2000,Putnam Pub Group,http://images.amazon.com/images/P/0399145923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399145923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399145923.01.LZZZZZZZ.jpg
0316693251,Roses Are Red,James Patterson,2000,Little Brown and Company,http://images.amazon.com/images/P/0316693251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693251.01.LZZZZZZZ.jpg
3746614007,Die Pã?Â¤Pstin.,Donna Woolfolk Cross,1998,Aufbau Tb,http://images.amazon.com/images/P/3746614007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3746614007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3746614007.01.LZZZZZZZ.jpg
0679735909,Possession : A Romance,A.S. Byatt,1991,Vintage,http://images.amazon.com/images/P/0679735909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg
0380716542,Birds Of Prey: A Novel Of Suspense,J.A. Jance,2002,Avon,http://images.amazon.com/images/P/0380716542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380716542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380716542.01.LZZZZZZZ.jpg
0451523377,Dracula (Signet Classics (Paperback)),Bram Stoker,1997,Signet Classics,http://images.amazon.com/images/P/0451523377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523377.01.LZZZZZZZ.jpg
0679775439,The Wind-Up Bird Chronicle,Haruki Murakami,1998,Vintage Books USA,http://images.amazon.com/images/P/0679775439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679775439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679775439.01.LZZZZZZZ.jpg
0449221490,L Is For Lawless,Sue Grafton,1996,Fawcett Books,http://images.amazon.com/images/P/0449221490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg
042513699X,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,http://images.amazon.com/images/P/042513699X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.LZZZZZZZ.jpg
015602943X,The Time Traveler'S Wife (Harvest Book),Audrey Niffenegger,2004,Harvest Books,http://images.amazon.com/images/P/015602943X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015602943X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015602943X.01.LZZZZZZZ.jpg
037570485X,The Inn At Lake Devine,Elinor Lipman,1999,Random House,http://images.amazon.com/images/P/037570485X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037570485X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037570485X.01.LZZZZZZZ.jpg
0345387651,The Cider House Rules,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/0345387651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.LZZZZZZZ.jpg
0553287893,Rendezvous With Rama,Arthur C. Clarke,1990,Bantam,http://images.amazon.com/images/P/0553287893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553287893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553287893.01.LZZZZZZZ.jpg
0679444815,Timeline,Michael Crichton,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0679444815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679444815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679444815.01.LZZZZZZZ.jpg
0060921145,Animal Dreams,Barbara Kingsolver,1991,Perennial,http://images.amazon.com/images/P/0060921145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.LZZZZZZZ.jpg
0425121259,The Servants Of Twilight,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425121259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425121259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425121259.01.LZZZZZZZ.jpg
0061030430,Long Time No See,Susan Isaacs,2002,HarperTorch,http://images.amazon.com/images/P/0061030430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030430.01.LZZZZZZZ.jpg
0553572210,Silent Treatment,Michael Palmer,1996,Bantam Books,http://images.amazon.com/images/P/0553572210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572210.01.LZZZZZZZ.jpg
0743467523,Dreamcatcher,Stephen King,2003,Pocket,http://images.amazon.com/images/P/0743467523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743467523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743467523.01.LZZZZZZZ.jpg
0440224853,The Ghost,Danielle Steel,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224853.01.LZZZZZZZ.jpg
0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books,http://images.amazon.com/images/P/0345404114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404114.01.LZZZZZZZ.jpg
0141007338,About A Boy,Nick Hornby,2002,Penguin Books Ltd,http://images.amazon.com/images/P/0141007338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141007338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141007338.01.LZZZZZZZ.jpg
0007110928,Billy,Pamela Stephenson,2002,HarperCollins Entertainment,http://images.amazon.com/images/P/0007110928.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0007110928.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0007110928.01.LZZZZZZZ.jpg
0425129586,And Then There Were None,Agatha Christie,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425129586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425129586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425129586.01.LZZZZZZZ.jpg
0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books,http://images.amazon.com/images/P/0671027662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027662.01.LZZZZZZZ.jpg
0446530239,If Looks Could Kill,Kate White,2002,Warner Books,http://images.amazon.com/images/P/0446530239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530239.01.LZZZZZZZ.jpg
0671742515,Long Dark Tea Time Of The Soul,Douglas Adams,1991,Pocket,http://images.amazon.com/images/P/0671742515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671742515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671742515.01.LZZZZZZZ.jpg
0345427637,The Angel Of Darkness,Caleb Carr,1998,Ballantine Books,http://images.amazon.com/images/P/0345427637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345427637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345427637.01.LZZZZZZZ.jpg
0553213105,Pride And Prejudice,Jane Austen,1981,Bantam,http://images.amazon.com/images/P/0553213105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213105.01.LZZZZZZZ.jpg
0385474547,Things Fall Apart : A Novel,Chinua Achebe,1994,Anchor,http://images.amazon.com/images/P/0385474547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385474547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385474547.01.LZZZZZZZ.jpg
0860074382,84 Charing Cross Road,Helene Hanff,0,Warner Books> C/o Little Br,http://images.amazon.com/images/P/0860074382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0860074382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0860074382.01.LZZZZZZZ.jpg
0330267388,"Life,The Universe And Everything",Douglas Adams,0,Pan Books Ltd,http://images.amazon.com/images/P/0330267388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330267388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330267388.01.LZZZZZZZ.jpg
0679426140,"Welcome To The World, Baby Girl! : A Novel",Fannie Flagg,1998,Random House,http://images.amazon.com/images/P/0679426140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679426140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679426140.01.LZZZZZZZ.jpg
0671042572,Jewel (Oprah'S Book Club),Bret Lott,1999,Pocket,http://images.amazon.com/images/P/0671042572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg
